language,root_category,k,paired_language,tree_total_final_nodes,tree_max_depth_reached,tree_nodes_target,tree_stopped_max_depth,ext_total_categories,ext_categories_with_articles,ext_categories_without_articles,ext_total_articles,ext_unique_articles,ext_has_otherwiki,ext_no_otherwiki,page_len_median,page_len_min,page_len_max,page_len_0_1000,page_len_1001_5500,page_len_5501_10000,page_len_10001_100000,page_len_100001_1000000,ext_depth_from_k_0,ext_depth_from_k_1
hi,संस्कृति,1,en,19959,200,3874,1754,4827,2821,2006,67290,67290,33105,34185,2791,111,522679,5311,46947,6890,7969,173,41561,25729
